date,im_correction_factor
2024-11-29,0.946613
2024-12-02,0.9419807
2024-12-03,0.9420687
2024-12-04,0.9495401
2024-12-05,0.94446427
2024-12-06,0.94827837
2024-12-09,0.9443996
2024-12-10,0.95161074
2024-12-11,0.9504184
2024-12-12,0.95764357
2024-12-13,0.9504265
2024-12-16,0.9524726
2024-12-17,0.95291317
2024-12-18,0.95312476
2024-12-19,0.95137006
2024-12-20,0.9520441
2024-12-23,0.9501056
2024-12-24,0.9484897
2024-12-26,0.94630456
2024-12-27,0.94170636
2024-12-30,0.9444104
2024-12-31,0.94385546
2025-01-02,0.9455183
2025-01-03,0.94408196
2025-01-06,0.94848377
2025-01-07,0.9442849
2025-01-08,0.95870376
2025-01-09,0.9461611
2025-01-10,0.95607096
2025-01-13,0.9506026
2025-01-14,0.9388264
2025-01-15,0.9438617
2025-01-16,0.9500879
2025-01-17,0.94960093
2025-01-21,0.9434817
2025-01-22,0.9486708
2025-01-23,0.94537216
2025-01-24,0.9492742
2025-01-27,0.956596
2025-01-28,0.9503246
2025-01-29,0.9514521
2025-01-30,0.9439416
2025-01-31,0.95069253
2025-02-03,0.9470692
2025-02-04,0.9439745
2025-02-05,0.95141757
2025-02-06,0.94500625
2025-02-07,0.94921863
2025-02-10,0.9522803
2025-02-11,0.9487485
2025-02-12,0.9511458
2025-02-13,0.943816
2025-02-14,0.94377846
2025-02-18,0.9456057
2025-02-19,0.95384127
2025-02-20,0.95248973
2025-02-21,0.9674683
2025-02-24,0.9478252
2025-02-25,0.9627521
2025-02-26,0.9544118
2025-02-27,0.95243204
2025-02-28,0.95524085
2025-03-03,0.95464325
2025-03-04,0.95430815
2025-03-05,0.9553696
2025-03-06,0.9545218
2025-03-07,0.9475366
2025-03-10,0.95633024
2025-03-11,0.9487982
2025-03-12,0.94459313
2025-03-13,0.954955
2025-03-14,0.9451387
2025-03-17,0.95133245
2025-03-18,0.9539358
2025-03-19,0.94753414
2025-03-20,0.9428568
2025-03-21,0.9428879
2025-03-24,0.9484424
2025-03-25,0.94508654
2025-03-26,0.952618
2025-03-27,0.9505216
2025-03-28,0.95670795
2025-03-31,0.9572707
2025-04-01,0.96678066
2025-04-02,0.9829561
2025-04-03,1.0243745
2025-04-04,1.015957
2025-04-07,0.95414484
2025-04-08,0.9646914
2025-04-09,0.93419397
2025-04-10,0.96891475
2025-04-11,0.94878465
2025-04-14,0.9283265
2025-04-15,0.94074553
2025-04-16,0.9527996
2025-04-17,0.9585961
2025-04-21,0.9651282
2025-04-22,0.9563243
2025-04-23,0.960908
2025-04-24,0.95197695
2025-04-25,0.9555342
2025-04-28,0.97098047
2025-04-29,0.9727797
2025-04-30,0.9742174
2025-05-01,0.9335225
2025-05-02,0.9265539
2025-05-05,0.9218254
2025-05-06,0.92053634
2025-05-07,0.93032557
2025-05-08,0.9079168
2025-05-09,0.9283182
2025-05-12,0.9318519
2025-05-13,0.9481689
2025-05-14,0.95996743
2025-05-15,0.95868623
2025-05-16,0.95105267
2025-05-19,0.9543803
2025-05-20,0.9495185
2025-05-21,0.9691186
2025-05-22,0.9618159
2025-05-23,0.94863844
2025-05-27,0.93957734
2025-05-28,0.94104433
2025-05-29,0.94857687
2025-05-30,0.95237756
2025-06-02,0.93309313
2025-06-03,0.9435726
2025-06-04,0.9474177
2025-06-05,0.94672203
2025-06-06,0.9441666
2025-06-09,0.97262067
2025-06-10,0.977473
2025-06-11,1.0221826
2025-06-12,1.0180826
2025-06-13,1.0226054
2025-06-16,0.97524977
2025-06-17,0.99025166
2025-06-18,0.88806504
2025-06-20,0.87054086
2025-06-23,0.8529776
2025-06-24,0.90867126
2025-06-25,0.9398833
2025-06-26,0.9504097
2025-06-27,0.94721496
2025-06-30,0.9457346
2025-07-01,0.9477881
2025-07-02,0.9515705
2025-07-03,0.92818534
2025-07-07,0.94469684
2025-07-08,0.9445071
2025-07-09,0.9461725
2025-07-10,0.9554622
2025-07-11,0.96675396
2025-07-14,0.93145233
2025-07-15,0.9376242
2025-07-16,0.94778234
2025-07-17,0.9365415
2025-07-18,0.94636506
2025-07-21,0.94636804
2025-07-22,0.9613857
2025-07-23,0.9503333
2025-07-24,0.96695393
2025-07-25,0.96167934
2025-07-28,0.9881764
2025-07-29,0.99338037
2025-07-30,0.9660503
2025-07-31,0.9586576
2025-08-01,0.9547291
2025-08-04,0.92865324
2025-08-05,0.92686886
2025-08-06,0.93843955
2025-08-07,0.9282417
2025-08-08,0.92841756
2025-08-11,0.9369381
2025-08-12,0.94101685
2025-08-13,0.9573428
2025-08-14,0.94337076
2025-08-15,0.9384452
2025-08-18,0.9156528
2025-08-19,0.9328662
2025-08-20,0.9188635
